filename,authors,journal,doi,database,region,spatialScale,latitude,longitude,numStations,period,dataResolution,recordLength,dataSource,erosivityIndex,methodology,methodCategory,validationMethod,erosivityTrend,percentChange,absoluteChange,trendSignificance,trendDriver,scenario,projectionHorizon,projectedChange245,projectedChange585,gcmModel,cmipGeneration,baselinePeriod,downscalingMethod,uncertaintySource,uncertaintyType,uncertaintyMagnitude,biasCorrection,dataScarcityLevel,satelliteUsed,keyFinding,section,policyLink,qualityScore,readTier,_model_used,_key_used,pub_year,trend_clean,method_clean,resolution_clean,macro_region,scarcity_clean,satellite_clean,significance_clean,quality_num,lat,lon,section_clean,proj_high_emission,proj_medium_emission,proj_year_horizon,proj_baseline,proj_gcm,proj_scenario,proj_confidence,proj_where_found
Rocha et al. - 2025 - Hydro-meteorological dynamics of rainfall erosivity risk in the Amazon River Delta-Estuary.pdf,da Silva Rocha et al.2025,Journal of Water and Climate Change,10.2166/wcc.2025.544,Scopus,Amazon River Delta-Estuary,Regional,-0.1,-48.5,1,1985-2022,Daily,37,"GloREDa,CHIRPS,GPM",R-factor,The dynamics of erosivity were evaluated from the perspective of the influence of hydrometeorological events and land use and cover types.,Statistical,,No trend,90.0,,,,Historical,,,,,,1981-2010,No downscaling,,,,,,GPM,"The erosive potential showed climatic variability according to the positive and negative phases of the Atlantic Meridional Mode (AMM), and the warm (El Niño) and cold (La Niña) phases of the El Niño-Southern Oscillation (ENSO).",Sec4:Modelling,"SDG15.3,IPCC AR6,UNCCD",3.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2025.0,No Trend,Statistical,Daily,Other/Regional,,GPM,,3.0,-0.1,-48.5,Sec4: Modelling,,,,,,,,
"Rončević et al. - 2025 - Design, calibration, and performance evaluation of a high-fidelity spraying rainfall simulator for s.pdf",Ronćević et al.2025,Water,10.3390/w17131863,Scopus,,Local,,,,,,,,,"The study designed, constructed, and calibrated a spraying-type rainfall simulator for soil erosion research. The simulator's design is based on a modified simulator model previously described in the literature.",Observation,,,,,,,,,,,,,,,,,,,,,"The study designed and calibrated a high-fidelity spraying rainfall simulator for soil erosion research, which successfully replicates natural rainfall characteristics.",Sec3:Observed,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key3,2025.0,,Observational,,,,,,4.0,,,Sec3: Observed Trends,,,,,,,,
Rugendo et al. - 2023 - Surface runoff and soil erosion from Nitisols and Ferralsols as influenced by different soil organic.pdf,Rugendo et al.2023,Heliyon,10.1016/j.heliyon.2023.e17684,Scopus,Sub-Saharan Africa,Local,,,,,Mixed,,Rainfall simulator,Other,The study used a land type sprinkler nozzle rainfall simulator to determine runoff and sediment losses on each soil type. The data was subjected to analysis of variance and significant mean differences were determined using Tukey’s Honest Test at a 95% confidence level.,Observation,,,,,p<0.0001,,,,,,,,,,,,,,,,"The study found that Ferralsols recorded significantly higher runoff and sediment losses compared to Nitisols, and that adequate SOC level portrayed a significant effect in reducing erosion in both soil types.",Sec3:Observed,"SDG15.3, UNCCD",4.0,Tier2-Selective,llama-3.3-70b-versatile,Key1,2023.0,,Observational,Mixed/Event,Africa,,,,4.0,,,Sec3: Observed Trends,,,,,,,,
Schmidt et al. - 2016 - Seasonal dynamics of rainfall erosivity in Switzerland.pdf,Schmidt et al.2016,Hydrol. Earth Syst. Sci.,10.5194/hess-20-4359-2016,WoS,Switzerland,National,46.8,8.2,87,,10-minute,,precipitation gauging stations,R-factor,Stepwise generalized linear regression (GLM) and leave-one-out cross-validation (LOOCV) were used to select spatial covariates which explain the spatial and temporal patterns of the R-factor for each month across Switzerland.,Statistical,,Increasing,80.0,,,climate change,,,,,,,,,,,,,,,"The highest rainfall erosivity in summer (June, July, and August) is influenced by intense rainfall events. A proportion of 62 % of the total annual rainfall erosivity is identified within four months only (June–September).",Sec3:Observed,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key2,2016.0,Increasing,Statistical,,Europe,,,,4.0,46.8,8.2,Sec3: Observed Trends,,,,,,,,
Setargie et al. - 2023 - Modeling of gully erosion in Ethiopia as influenced by changes in rainfall and land use management p.pdf,Setargie et al.2023,Land,10.3390/land12050947,Scopus,Ethiopia,Local,9.145,40.489,2,2005-2021,Mixed,16,"LANDPLANER, field measurements, remote sensing products","Dynamic erosion index (e), Static topographic (esp), Erosion channel (esp_channel) thresholds","The LANDPLANER model was used in combination with intensive field measurements and remote sensing products to simulate gully erosion under past, present, and future conditions.",Process-based,True positive rates (TPR) and true negative rates (TNR),,-64% to -79%,,,Land use/land cover (LULC) and land use management (LUM) practices,,,,,,,,,,,,,Medium,,LUM practices outweigh the impact of LULC on gully erosion in the studied paired watersheds.,Sec3:Observed,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key1,2023.0,,Process-Based,Mixed/Event,Africa,Medium,,,4.0,9.145,40.489,Sec3: Observed Trends,,,,,,,,
Shi et al. - 2026 - The pitfalls of pastoralism and grazing's hidden threat Exacerbation of rainfall erosion in semi‐ar.pdf,Shi et al.2026,"Plants, People, Planet",10.1002/ppp3.70061,WoS,China,Local,36.06,103.73,1,2007-2023,Daily,16,Field observations,Other,This study used a long-term grazing experimental platform to assess changes in vegetation and soil erosion in response to four rainfall events and four grazing intensities.,Observation,,Increasing,+15%,,,Grazing intensity and rainfall,,,,,,,,,,,,,Low,,"An increase in grazing intensity exacerbated the response of soil erosion to rainfall, and reducing grazing intensity could protect the health of local grassland ecosystems.",Sec3:Observed,SDG15.3,4.0,Tier1-Full,llama-3.3-70b-versatile,Key2,2026.0,Increasing,Observational,Daily,China,Low,,,4.0,36.06,103.73,Sec3: Observed Trends,,,,,,,,
"Sholagberu et al. - 2016 - Evaluation of rainfall-runoff erosivity factor for Cameron highland, Pahang, Malaysia.pdf",Sholagberu et al.2016,Journal of Ecological Engineering,10.12911/22998993/63338,WoS,Global,National,3.0,101.7,1,1980-2020,Daily,1,"GloREDa,CHIRPS,GPM",EI30,This study is aimed at estimating R-factor and to establish an approximate relationship between R-factor and rainfall for subsequent usage in the estimation of soil loss in Cameron highlands watershed.,Statistical,,,,,,,Historical,,,,,,1981-2010,No downscaling,,,,,,No-ground only,The correlation coefficient of 0.985 showed that there was a strong relationship rainfall and R-factor.,Sec3:Observed,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2016.0,,Statistical,Daily,Global,,Ground Only,,3.0,3.0,101.7,Sec3: Observed Trends,,,,,,,,
Souto et al. - 2022 - Spatial and temporal distribution of rainfall erosivity in Brazilian Amazonia A hydrological perspe.pdf,Souto et al.2022,Caminhos de Geografia,http://doi.org/10.14393/RCG238557697,GScholar,Brazilian Amazonia,Regional,,,,1998-2019,30-minute,22,CMORPH,EI30,The rainfall erosivity factor (R) was assessed using 30 minutes rainfall data from Climate Prediction Center MORPHing technique.,Remote Sensing,,,,,p<0.05,,,,,,,,,,,,,,,CMORPH,Results indicated that average rainfall erosivity is stronger during La Niña events and weaker during El Niño events.,Sec3:Observed,,,Tier3-DataOnly,llama-3.1-8b-instant,Key2,2022.0,,Remote Sensing,Sub-hourly,Americas,,,,,,,Sec3: Observed Trends,,,,,,,,
Spatial-Temporal.pdf,Zhao et al.2023,Pol. J. Environ. Stud.,10.15244/pjoes/163155,Scopus,Tibetan Plateau,Regional,28.0,90.0,,1950-2020,Daily,70,ERA5,EI30,"A gravity centre model, Hovmoller diagram, wavelet analysis, Mann–Kendall test, Rescale range analysis, and Daniel’s trend test were used to analyse the spatial and temporal evolution pattern of rainfall erosivity on the Tibetan Plateau.",Statistical,,Decreasing,,,,,Historical,,,,,,1981-2010,,,,,,,ERA5,"The rainfall erosivity in the Tibetan Plateau showed a weak downward trend, which could continue to decrease in the future.",Sec4:Modelling,,,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2023.0,Decreasing,Statistical,Daily,China,,,,,28.0,90.0,Sec4: Modelling,,,,,,,,
Spatiotemporal-prediction-of-rainfall-erosivity-by-machine-learning-in-southeastern-Brazil.pdf,Souza et al.2022,GEOCARTO INTERNATIONAL,10.1080/10106049.2022.2060318,WoS,Southeastern Brazil,Regional,-15.0,-43.0,154,1980-2020,Monthly,1,"GloREDa,CHIRPS,GPM",EI30,Machine learning algorithms aided by a covariate bank for spatial prediction of rainfall erosivity,ML,,,,,,,Historical,,,,,,1981-2010,No downscaling,,,,,,,Machine learning algorithms aided by a covariate bank for spatial prediction of rainfall erosivity,Sec4:Modelling,,,Tier3-DataOnly,llama-3.1-8b-instant,Key2,2022.0,,Machine Learning,Monthly,Americas,,,,,-15.0,-43.0,Sec4: Modelling,,,,,,,,
Stefanidis et al. - 2021 - Assessing soil loss by water erosion in a typical Mediterranean ecosystem of Northern Greece under c.pdf,Stefanos Stefanidis et al.2021,Water,10.3390/w13152002,GScholar,Global,National,40.0,22.0,1,1980-2020,Daily,1,"GloREDa,CHIRPS,GPM",EI30,The widespread RUSLE empirical erosion model was applied to estimate soil loss.,Process-based,,No trend,,,,,RCP4.5,Mid-century,,,,,1981-2010,No downscaling,,,,,,,"The estimated potential soil loss rates will remain stable for the near future period (2021–2050), while an increase of approximately 9% is expected by the end of the 21th century (2071–2100).",Sec4:Modelling,"SDG15.3,IPCC AR6,UNCCD",3.0,Tier2-Selective,llama-3.1-8b-instant,Key1,2021.0,No Trend,Process-Based,Daily,Global,,,,3.0,40.0,22.0,Sec4: Modelling,,+8.7% (far future),20712100,19712000,RACMO2,RCP 4.5,HIGH,Abstract
Supriyono et al. - 2021 - Spatial-temporal trend analysis of rainfall erosivity and erosivity density of tropical area in Air.pdf,Supriyono et al.2021,Quaestiones Geographicae,10.2478/quageo-2021-0028,Scopus,Indonesia,Local,-3.95,102.25,19,2006-2020,Monthly,15,19 weather stations,EI30,"The analysis was done by using Arnold’s equation. Then, the trend was tested using parametric and non-parametric statistics, and analysed with linear regression equation, and Spearman’s Rho and Mann Kendall’s tests.",Statistical,Parametric and non-parametric statistics,Increasing,98.9,,Not significant,,Historical,,,,,,1981-2010,,Data scarcity,Data scarcity,,,High,No-ground only,"The long-term average monthly rainfall erosivity and ED revealed a general increase and decreasing trend, whereas it was found to be non-significant when both indices were observed.",Sec3:Observed,"SDG15.3,IPCC AR6,UNCCD",3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key2,2021.0,Increasing,Statistical,Monthly,South/SE Asia,High,Ground Only,Significant (p<0.05),3.0,-3.95,102.25,Sec3: Observed Trends,,,,,,,,
Temporal and spatial variation characteristics of extreme precipitation on the Loess Plateau of China facing the precipitation process.pdf,ZHANG Yixin et al.2023,Journal of Arid Land,10.1007/s40333-023-0098-0,Scopus,China,Regional,37.0,102.0,87,1960-2019,Daily,60,87 meteorological stations,,Event-based extreme precipitation (EEP) was defined as continuous precipitation that includes at least one day of EP.,Observation,,,,,p<0.05,Global warming,Historical,,,,,,,,,,,,Low,No-ground only,"The cumulative precipitation percentage of single day EEP was 34% and was dominant for 60 a, while the cumulative precipitation percentage of front, late, and balanced EEP types associated with PSP accounted for 66%.",Sec3:Observed,,,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2023.0,,Observational,Daily,China,Low,Ground Only,,,37.0,102.0,Sec3: Observed Trends,,,,,,,,
Teng et al. - 2017 - Improving rainfall erosivity estimates using merged TRMM and gauge data.pdf,Teng et al.2017,Remote Sens.,10.3390/rs9111134,GScholar,China,National,31.0,121.0,100,1980-2020,Daily,40,"TRMM, Gauge",EI30,Merged TRMM and Gauge data using collocated cokriging (ColCOK) to quantify the spatial distribution of rainfall and estimate rainfall erosivity.,Remote Sensing,Individual rain gauge stations,No trend,,,,,Historical,,,,,,1981-2010,,,,,,Low,TRMM,"The ColCOK technique, in combination with TRMM and gauge data, provides merged rainfall fields with good agreement with rain gauges and with the best accuracy with rainfall erosivity estimates.",Sec4:Modelling,,4.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2017.0,No Trend,Remote Sensing,Daily,China,Low,TRMM,,4.0,31.0,121.0,Sec4: Modelling,,,,,,,,
"Uber et al. - 2024 - Past, present and future rainfall erosivity in central Europe based on convection-permitting climate.pdf",Uber et al.2024,Hydrol. Earth Syst. Sci.,https://doi.org/10.5194/hess-28-87-2024,Scopus,Central Europe,Regional,,,,"1971-2000, 2001-2019, 2031-2060, 2071-2100",High-resolution,30 years,COSMO-CLM,EI30,Convection-permitting climate simulations,Process-based,,Increasing,+84%,,p<0.01,Climate change,RCP8.5,Mid-century,,,COSMO-CLM,,1981-2010,,,,,,,,Future increases in rainfall erosivity in central Europe can be up to 84% in the region's river basins.,Sec4:Modelling,,,Tier1-Full,llama-3.1-8b-instant,Key1,2024.0,Increasing,Process-Based,,Europe,,,Significant (p<0.01),,,,Sec4: Modelling,Up to +84%,,20712100,19712000,COSMO-CLM,RCP 8.5,HIGH,Abstract
Valent and Výleta - 2021 - Estimating rainfall erosivity factor using future climate projection in the Myjava region (Slovakia).pdf,Valent et al.2021,Acta Horticulturae et Regiotecturae – Special Issue,10.2478/ahr-2021-0007,GScholar,Slovakia,Regional,48.5,17.7,15,1981-2010,Daily,30,"GloREDa,CHIRPS,GPM",EI30,A multiple linear regression model (r2 = 0.98) was used to estimate at-site R-values in 13 additional rain gauge stations.,Statistical,,Increasing,+20.5%,91,p<0.01,Climate change,SSP3-7.0,2100,,,,,1981-2010,,,,,,Low,GPM,The mean R-factor values in the region might change from 429 to as much as 520 MJ.mm.ha-1.h-1.yr-1 in the second half of the 21st century.,Sec4:Modelling,,4.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2021.0,Increasing,Statistical,Daily,Other/Regional,Low,GPM,Significant (p<0.01),4.0,48.5,17.7,Sec4: Modelling,,+20.5% (average),20112100,19802010,CGCM3.1,SRES-A1B,HIGH,Abstract
Variation-characteristics-of-rainfall-erosivity-in-tropical-China-and-its-impact-on-river.pdf,Lu et al.2023,Frontiers in Environmental Science,10.3389/fenvs.2023.1084503,GScholar,China,Regional,,,13,1971-2020,Daily,50,GloREDa,EI30,The rainfall erosivity was calculated using the rainfall erosivity model based on the daily rainfall.,Process-based,"Mann-Kendall non-parametric trend/abrupt test, wavelet analysis, inverse distance weighted interpolation",Increasing,+46.36%,46.36,p<0.01,Human activities,Historical,,,,,,1981-2010,,Data scarcity,Data scarcity,+/-15%,,Low,No-ground only,"The variation of rainfall erosivity in summer, autumn and winter showed an upward trend.",Sec4:Modelling,"SDG15.3,IPCC AR6,UNCCD",4.0,Tier2-Selective,llama-3.1-8b-instant,Key1,2023.0,Increasing,Process-Based,Daily,China,Low,Ground Only,Significant (p<0.01),4.0,,,Sec4: Modelling,,,,,,,,
Wang et al. - 2018 - The influence of rainfall and land use patterns on soil erosion in multi-scale watersheds A case st.pdf,Wang et al.2018,J. Geogr. Sci.,https://doi.org/10.1007/s11442-018-1553-2,Scopus,China,National,39.9042,116.3974,4,2006-2012,Daily,6,"GloREDa,CHIRPS,GPM",EI30,We developed rainfall and LU pattern indices in this study using the soil erosion evaluation index as a reference and applied them to predict the extent of this process in different-scale watersheds.,Statistical,,Increasing,+12.4%,,,Rainfall and land use patterns,Historical,,,,,,,,,,,,Low,GPM,"The rainfall erosivity factor (R) tended to increase in these areas from 2006 to 2012, while the vegetation cover and management factor (C) tended to decrease.",Sec3:Observed,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key2,2018.0,Increasing,Statistical,Daily,China,Low,GPM,,3.0,39.9042,116.3974,Sec3: Observed Trends,,,,,,,,
Wang et al. - 2020 - Rainfall erosivity estimation using gridded daily precipitation datasets.pdf,Wang et al.2020,Hydrol. Earth Syst. Sci.,10.5194/hess-2020-633,GScholar,China,National,35.0,105.0,2000,1980-2020,Daily,40,"CPC, GPCC, CN05.1, NMIC",R-factor,"The study compared the probability density functions (PDFs) of the gridded and gauge datasets using the skill score method, quantified the bias of rainfall erosivity estimated using the gridded daily precipitation datasets from that estimated using the gauge daily precipitation dataset based on the area reduction factor (ARF) method, and established correction factors for rainfall erosivity maps generated from gridded datasets.",Statistical,Skill score method,No trend,25.1,,,,Historical,,,,,,1981-2010,,Data scarcity,Data scarcity,,Yes-QM,High,No-ground only,"The study pointed out that in the applications of gridded precipitation datasets, the empirical models established based on gauge precipitation data should not be used directly for the gridded data, or a bias correction process needed to be considered for the model outputs.",Sec2:Theory,,3.0,Tier2-Selective,llama-3.1-8b-instant,Key1,2020.0,No Trend,Statistical,Daily,China,High,Ground Only,,3.0,35.0,105.0,Sec2: Theory,,,,,,,,
